event_type,event_cause,latitude,longitude,requires_road_closure,start_datetime,status,corridor,priority,police_station,zone,junction,hour,weekday,is_weekend,fingerprint
unplanned,pot_holes,12.9481385,77.5736876,False,2024-03-11 20:50:21.305000+00:00,active,Non-corridor,Low,Basavanagudi,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Non-corridor
    Police Station: Basavanagudi
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9888806,77.6528231,False,2024-02-09 23:29:39.489000+00:00,closed,Old Madras Road,High,Banaswadi,Unknown,Unknown,23.0,Friday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Old Madras Road
    Police Station: Banaswadi
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 23.0
    Day: Friday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0399719,77.5181188,False,2024-02-10 01:07:03.731000+00:00,closed,Tumkur Road,High,Peenya,Unknown,Unknown,1.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Tumkur Road
    Police Station: Peenya
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 1.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9568791,77.7010188,False,2024-03-11 20:46:39.120000+00:00,closed,Varthur Road,High,HAL Old Airport,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Varthur Road
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,others,12.9853267,77.5745933,True,2024-01-22 02:43:31.174000+00:00,closed,Non-corridor,Low,Sheshadripuram,Unknown,SubedarChatramRd near SheshadripuramPS,2.0,Monday,False,"
    Event Type: unplanned
    Cause: others
    Corridor: Non-corridor
    Police Station: Sheshadripuram
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 2.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9217117,77.6607233,False,2024-03-11 21:15:50.667000+00:00,closed,ORR East 1,High,Bellandur,Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR East 1
    Police Station: Bellandur
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9822698,77.5674251,False,2024-03-11 21:19:32.689000+00:00,closed,Non-corridor,Low,Sheshadripuram,Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Sheshadripuram
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.957054,77.567463,False,2024-03-11 21:14:14.812000+00:00,closed,Non-corridor,Low,V.V.Puram (C.Pet),Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: V.V.Puram (C.Pet)
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,road_conditions,12.9105663,77.5825215,False,2024-03-11 21:05:57.829000+00:00,closed,Non-corridor,Low,J.P. Nagar,Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: road_conditions
    Corridor: Non-corridor
    Police Station: J.P. Nagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0158541,77.6623672,False,2024-03-11 18:55:51.447000+00:00,closed,ORR North 1,High,Banaswadi,Unknown,Unknown,18.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR North 1
    Police Station: Banaswadi
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 18.0
    Day: Monday
    Weekend: False
    "
unplanned,water_logging,13.0423817,77.62509,False,2024-02-10 01:09:33.802000+00:00,closed,Hennur Main Road,High,Hennuru,Unknown,Unknown,1.0,Saturday,True,"
    Event Type: unplanned
    Cause: water_logging
    Corridor: Hennur Main Road
    Police Station: Hennuru
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 1.0
    Day: Saturday
    Weekend: True
    "
unplanned,congestion,12.981184,77.5706454,True,2024-03-11 19:13:50.997000+00:00,closed,Non-corridor,Low,Sheshadripuram,Unknown,Unknown,19.0,Monday,False,"
    Event Type: unplanned
    Cause: congestion
    Corridor: Non-corridor
    Police Station: Sheshadripuram
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 19.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0286194,77.6321205,False,2024-03-11 19:05:36.225000+00:00,closed,Airport New South Road,High,Hennuru,Unknown,Unknown,19.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Airport New South Road
    Police Station: Hennuru
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 19.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9898992,77.5928694,False,2024-03-11 18:56:15.973000+00:00,closed,Non-corridor,Low,High ground,Unknown,Unknown,18.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: High ground
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 18.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9572664,77.551711,False,2024-03-11 19:18:30.678000+00:00,closed,Mysore Road,High,Byatarayanapura,Unknown,Unknown,19.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Mysore Road
    Police Station: Byatarayanapura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 19.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0196389,77.5840125,False,2024-02-10 00:24:33.326000+00:00,closed,Bellary Road 1,High,R.T. Nagar,Unknown,Unknown,0.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 1
    Police Station: R.T. Nagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 0.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0194507,77.5842804,False,2024-02-10 00:19:52.318000+00:00,closed,Bellary Road 1,High,R.T. Nagar,Unknown,Unknown,0.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 1
    Police Station: R.T. Nagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 0.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9590793,77.5164124,False,2024-02-09 23:54:50.588000+00:00,closed,Non-corridor,Low,Byatarayanapura,Unknown,Unknown,23.0,Friday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Byatarayanapura
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 23.0
    Day: Friday
    Weekend: False
    "
unplanned,water_logging,12.9994047,77.5496096,True,2024-01-01 21:07:37.305000+00:00,closed,West of Chord Road,High,Rajajinagar,West Zone 1,ModiBridgeJunction,21.0,Monday,False,"
    Event Type: unplanned
    Cause: water_logging
    Corridor: West of Chord Road
    Police Station: Rajajinagar
    Zone: West Zone 1
    Priority: High
    Road Closure: True
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,construction,12.936298,77.7054278,False,2024-02-10 04:28:53.826000+00:00,closed,Non-corridor,Low,HAL Old Airport,Unknown,Unknown,4.0,Saturday,True,"
    Event Type: unplanned
    Cause: construction
    Corridor: Non-corridor
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 4.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9752244,77.5761558,False,2024-02-10 04:19:01.747000+00:00,closed,Non-corridor,Low,Upparpet,Unknown,Unknown,4.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Upparpet
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 4.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0031325,77.5841819,False,2024-02-10 04:24:10.690000+00:00,closed,Bellary Road 1,High,Sadashivanagar,Unknown,Unknown,4.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 1
    Police Station: Sadashivanagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 4.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9276259,77.5460056,False,2024-02-10 04:31:41.910000+00:00,closed,ORR West 1,High,Banashankari,Unknown,Unknown,4.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR West 1
    Police Station: Banashankari
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 4.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0642417,77.6518426,False,2024-02-10 02:25:30.664000+00:00,closed,Non-corridor,Low,Hennuru,Unknown,Unknown,2.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Hennuru
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 2.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9574207,77.5518605,False,2024-03-11 19:28:46.067000+00:00,closed,Mysore Road,High,Byatarayanapura,Unknown,Unknown,19.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Mysore Road
    Police Station: Byatarayanapura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 19.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.1037944,77.5985539,False,2024-03-11 19:30:30.875000+00:00,closed,Bellary Road 2,High,Yelahanka,Unknown,Unknown,19.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 2
    Police Station: Yelahanka
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 19.0
    Day: Monday
    Weekend: False
    "
unplanned,accident,13.0745972,77.4323408,True,2024-03-11 20:08:41.914000+00:00,closed,Non-corridor,Low,No Police Station,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: accident
    Corridor: Non-corridor
    Police Station: No Police Station
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,pot_holes,12.9677312,77.5025139,False,2024-02-10 06:44:27.053000+00:00,closed,Non-corridor,Low,Jnanabharathi,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Non-corridor
    Police Station: Jnanabharathi
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,accident,12.9665363,77.5443086,False,2024-02-10 06:51:01.540000+00:00,closed,Non-corridor,Low,Vijayanagara,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: accident
    Corridor: Non-corridor
    Police Station: Vijayanagara
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0210592,77.5282216,False,2024-02-10 04:53:08.991000+00:00,closed,Non-corridor,Low,Yeshwanthpura,Unknown,Unknown,4.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Yeshwanthpura
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 4.0
    Day: Saturday
    Weekend: True
    "
unplanned,pot_holes,12.900867,77.5733073,False,2024-02-10 06:51:02.775000+00:00,active,Non-corridor,Low,J.P. Nagar,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Non-corridor
    Police Station: J.P. Nagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0244934,77.7174868,False,2024-03-11 21:35:54.165000+00:00,closed,Non-corridor,Low,K.R. Pura,Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: K.R. Pura
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,accident,13.0667583,77.593245,False,2024-03-11 22:34:21.225000+00:00,closed,Bellary Road 2,High,Kodigehalli,Unknown,Unknown,22.0,Monday,False,"
    Event Type: unplanned
    Cause: accident
    Corridor: Bellary Road 2
    Police Station: Kodigehalli
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 22.0
    Day: Monday
    Weekend: False
    "
unplanned,others,12.92325643,77.58360956,False,2024-03-11 22:19:48.148000+00:00,active,Non-corridor,Low,Jayanagara,Unknown,Unknown,22.0,Monday,False,"
    Event Type: unplanned
    Cause: others
    Corridor: Non-corridor
    Police Station: Jayanagara
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 22.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.027915,77.72327,False,2024-03-11 21:44:42.014000+00:00,closed,Non-corridor,Low,K.R. Pura,Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: K.R. Pura
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0639486,77.5049766,False,2024-03-11 20:29:35.647000+00:00,closed,Non-corridor,Low,Chikkabanavara,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Chikkabanavara
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.1142212,77.5790245,False,2024-03-11 20:25:18.150000+00:00,closed,Non-corridor,Low,Yelahanka,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Yelahanka
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9247242,77.6735579,False,2024-03-11 20:30:21.771000+00:00,closed,ORR East 1,High,Bellandur,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR East 1
    Police Station: Bellandur
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9592719,77.654759,False,2024-02-10 06:53:04.299000+00:00,closed,Old Airport Road,High,Jeevanbheemanagar,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Old Airport Road
    Police Station: Jeevanbheemanagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9622744,77.5945028,False,2024-02-10 06:56:37.119000+00:00,closed,Non-corridor,Low,Halasuru Gate,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Halasuru Gate
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,procession,12.8957933,77.626025,False,2024-02-10 06:57:28.581000+00:00,closed,Non-corridor,Low,Madiwala,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: procession
    Corridor: Non-corridor
    Police Station: Madiwala
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9620955,77.5946002,False,2024-02-10 06:53:08.519000+00:00,closed,Non-corridor,Low,Ashok Nagar,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Ashok Nagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,accident,13.0737695,77.5925142,False,2024-02-10 07:10:30.539000+00:00,closed,Bellary Road 2,High,Yelahanka,Unknown,Unknown,7.0,Saturday,True,"
    Event Type: unplanned
    Cause: accident
    Corridor: Bellary Road 2
    Police Station: Yelahanka
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 7.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,12.9907758,77.6565657,False,2024-03-11 20:16:13.577000+00:00,closed,Old Madras Road,High,Banaswadi,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Old Madras Road
    Police Station: Banaswadi
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9912244,77.6573707,False,2024-03-11 20:10:15.382000+00:00,closed,Old Madras Road,High,Banaswadi,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Old Madras Road
    Police Station: Banaswadi
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,accident,12.9665467,77.5444417,False,2024-02-10 06:52:55.393000+00:00,closed,Non-corridor,Low,Vijayanagara,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: accident
    Corridor: Non-corridor
    Police Station: Vijayanagara
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0420517,77.613225,False,2024-02-10 06:17:46.811000+00:00,closed,ORR North 1,High,K.G. Halli,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR North 1
    Police Station: K.G. Halli
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0127397,77.6992566,False,2024-02-10 06:29:12.134000+00:00,closed,Non-corridor,Low,K.R. Pura,Unknown,Unknown,6.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: K.R. Pura
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Saturday
    Weekend: True
    "
unplanned,accident,13.0736704,77.5926238,False,2024-02-10 07:23:54.505000+00:00,closed,Bellary Road 2,High,Yelahanka,Unknown,Unknown,7.0,Saturday,True,"
    Event Type: unplanned
    Cause: accident
    Corridor: Bellary Road 2
    Police Station: Yelahanka
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 7.0
    Day: Saturday
    Weekend: True
    "
unplanned,pot_holes,13.0004513,77.5839603,False,2024-03-11 22:38:41.348000+00:00,closed,Bellary Road 1,High,Sadashivanagar,Unknown,Unknown,22.0,Monday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Bellary Road 1
    Police Station: Sadashivanagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 22.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9838987,77.5577653,False,2024-03-11 20:37:06.550000+00:00,closed,Non-corridor,Low,Rajajinagar,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Rajajinagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9572983,77.5518217,False,2024-03-11 20:40:47.876000+00:00,closed,Mysore Road,High,Byatarayanapura,Unknown,Unknown,20.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Mysore Road
    Police Station: Byatarayanapura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Monday
    Weekend: False
    "
unplanned,pot_holes,12.9610275,77.5879681,False,2024-03-11 23:13:41.667000+00:00,closed,Non-corridor,Low,Halasuru Gate,Unknown,Unknown,23.0,Monday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Non-corridor
    Police Station: Halasuru Gate
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 23.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9217369,77.6616125,False,2024-03-11 21:12:53.594000+00:00,closed,ORR East 1,High,Bellandur,Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR East 1
    Police Station: Bellandur
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0617775,77.4597149,True,2024-03-11 21:35:25.725000+00:00,closed,Non-corridor,Low,No Police Station,Unknown,Unknown,21.0,Monday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: No Police Station
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 21.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.00279424,77.58406429,False,2024-02-10 11:45:07.682000+00:00,closed,Bellary Road 1,High,Sadashivanagar,Unknown,Unknown,11.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 1
    Police Station: Sadashivanagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 11.0
    Day: Saturday
    Weekend: True
    "
planned,construction,12.98506103,77.57213473,True,,closed,Non-corridor,Low,Sheshadripuram,Central Zone 2,KrishnaFlourMill,,,False,"
    Event Type: planned
    Cause: construction
    Corridor: Non-corridor
    Police Station: Sheshadripuram
    Zone: Central Zone 2
    Priority: Low
    Road Closure: True
    Hour: nan
    Day: nan
    Weekend: False
    "
planned,construction,13.0160832,77.7091853,True,2024-03-11 23:34:02.576000+00:00,closed,Non-corridor,Low,K.R. Pura,Unknown,Unknown,23.0,Monday,False,"
    Event Type: planned
    Cause: construction
    Corridor: Non-corridor
    Police Station: K.R. Pura
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 23.0
    Day: Monday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9563716,77.6949677,False,2024-03-12 00:22:47.869000+00:00,closed,Old Airport Road,High,HAL Old Airport,Unknown,Unknown,0.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Old Airport Road
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 0.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.016296,77.5617627,False,2024-03-12 00:12:36.943000+00:00,closed,Tumkur Road,High,Yeshwanthpura,Unknown,Unknown,0.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Tumkur Road
    Police Station: Yeshwanthpura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 0.0
    Day: Tuesday
    Weekend: False
    "
planned,construction,12.98506103,77.57213473,True,,closed,Non-corridor,Low,Sheshadripuram,Central Zone 2,KrishnaFlourMill,,,False,"
    Event Type: planned
    Cause: construction
    Corridor: Non-corridor
    Police Station: Sheshadripuram
    Zone: Central Zone 2
    Priority: Low
    Road Closure: True
    Hour: nan
    Day: nan
    Weekend: False
    "
unplanned,vehicle_breakdown,13.1026228,77.6000873,False,2024-02-10 10:05:17.565000+00:00,closed,Bellary Road 2,High,Yelahanka,Unknown,Unknown,10.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 2
    Police Station: Yelahanka
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 10.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.00709146,77.58401066,False,2024-02-10 13:39:34.587000+00:00,closed,Bellary Road 1,High,Sadashivanagar,Unknown,Unknown,13.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 1
    Police Station: Sadashivanagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 13.0
    Day: Saturday
    Weekend: True
    "
unplanned,vehicle_breakdown,13.0990017,77.5993483,False,2024-02-10 14:28:21.590000+00:00,closed,Bellary Road 2,High,Yelahanka,Unknown,Unknown,14.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 2
    Police Station: Yelahanka
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 14.0
    Day: Saturday
    Weekend: True
    "
unplanned,tree_fall,12.9637229,77.5961612,False,2024-01-12 08:49:39.843000+00:00,closed,Mysore Road,High,Halasuru Gate,Central Zone 2,Richmond circle jn,8.0,Friday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Mysore Road
    Police Station: Halasuru Gate
    Zone: Central Zone 2
    Priority: High
    Road Closure: False
    Hour: 8.0
    Day: Friday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9771817,77.5855933,False,2024-02-10 13:17:33.287000+00:00,closed,Non-corridor,Low,Halasuru Gate,Unknown,Unknown,13.0,Saturday,True,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Halasuru Gate
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 13.0
    Day: Saturday
    Weekend: True
    "
unplanned,accident,13.1112667,77.6044597,False,2024-02-10 12:47:45.221000+00:00,closed,Bellary Road 2,High,Yelahanka,Unknown,Unknown,12.0,Saturday,True,"
    Event Type: unplanned
    Cause: accident
    Corridor: Bellary Road 2
    Police Station: Yelahanka
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 12.0
    Day: Saturday
    Weekend: True
    "
unplanned,construction,12.9362566,77.7054884,False,2024-02-10 20:07:04.223000+00:00,closed,Non-corridor,Low,HAL Old Airport,Unknown,Unknown,20.0,Saturday,True,"
    Event Type: unplanned
    Cause: construction
    Corridor: Non-corridor
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Saturday
    Weekend: True
    "
unplanned,road_conditions,13.0084733,77.544245,False,2024-02-10 20:56:51.412000+00:00,active,Non-corridor,Low,Rajajinagar,Unknown,Unknown,20.0,Saturday,True,"
    Event Type: unplanned
    Cause: road_conditions
    Corridor: Non-corridor
    Police Station: Rajajinagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Saturday
    Weekend: True
    "
unplanned,others,12.9538444,77.543374,False,2024-03-12 04:11:43.768000+00:00,closed,Mysore Road,High,Byatarayanapura,Unknown,Unknown,4.0,Tuesday,False,"
    Event Type: unplanned
    Cause: others
    Corridor: Mysore Road
    Police Station: Byatarayanapura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 4.0
    Day: Tuesday
    Weekend: False
    "
